,content,label,origin
3303,"今天 我 很 兴奋 , 很 幸福 ! 不管 有 多 累 ! [ 鼓掌 ]",5,5
3304,"唉 ~ 日日 都 咖啡 提神 , 迟早 饮 到 破产 !",2,2
3305,热 到 睡 不 着 了 妈 蛋 !,4,4
3306,"到 上海 了 , 回 学校 了 , 去 医院 了 , 病 快 好 了 , liverpool 归来 了",0,2
3307,听说 去 东极岛 的 船票 票价 翻 了 四 倍 。 。 。,0,0
3308,很少 人 用 个 信 。 。 。 。,0,3
3309,"我 离开 了 , 你 保重 。",2,2
3310,"[ 吃惊 ] , [ 汗 ] 小 西门 对面 小 司 发艺 不错",1,1
3311,有 个 大厨 老爸 真 好 [ 心 ] 幸福 科 。,5,5
3312,"感冒 了 , 劲 想 去 唱 k ! 边 个 可以 收留 我 ? [ 可怜 ]",2,2
3313,心口 痛 。 。 。 嬲 到 我 火爆 ~ ~ ~ !,2,2
3314,"又 要 回 西昌 了 , 回到 山里 继续 沉淀 自己 . . . . . . . .",2,5
3315,happy   new   year   [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 心 ] [ 心 ] [ 心 ] [ 心 ] [ 心 ],5,5
3316,明天 天公 要 作美 啊 ! ! [ 奥特曼 ],5,5
3317,[ 衰 ],2,2
3318,我 会 用 我 的 生命 去 爱 你 、 保护 你 ! ! !,1,1
3319,"昨天 晚上 梦 到 我 把 眼 睫毛 全 剪 秃 了 , 好 丑 阿   [ 打脸 ] [ 打脸 ]",3,5
3320,"有时 候 抱怨 不是 真的 抱怨 , 只是 一 种 习惯 。 我 错 了",3,2
3321,要 戒 口 了 ! ! ! [ 生病 ] [ 泪 ],2,2
3322,"厕所 第 四 次 了 , 我 今天 不 吃饭 了 还 不 成 么 [ 泪 ]",2,2
3323,死 now 妹 狮子 开 大 口,4,4
3324,"一 瓶 啤酒 已经 是 极限 , 现在 头 好 疼 … … [ 泪 ]",2,2
3325,"今晚 长 知识 了 , 要 学会 “ 藏 ” . . .",0,0
3326,"什么 时候 , 三五成群 , 到处 走走 . .",0,3
3327,我 的 烤箱 到 了 ! 蛋糕 要 成功 阿 !,5,5
3328,可 不 可以 不要 总是 在 这里 这样 吵吵闹闹 …,3,2
3329,病情 加重,2,0
3330,"老爸 从 家里 翻 出 n 种 伤 膏药 , 仔细 一 看 , 全 是 过期 的 。 。 。",3,3
3331,想 睡 而 不能 睡 真的 好 难受 [ 困 ],2,2
3332,"昏昏 沉沉 的 感觉 , 整天 就 想 睡觉 , 睡 太多 了 !",2,2
3333,想念 会 变成 现实 的   /   我 的 小乔   [ 心 ],1,2
3334,晚安 重庆 。 明天 要 一路顺风 睡 回 杭州 ! !,5,5
3335,"不 妥协 , 直到 变 老 。",0,3
3336,"雨 纷纷 旧 故里 草木 深 , 我 听闻 你 仍 守 着 孤城 。",2,2
3337,"其实 我 挺 喜欢 阴天 , 让 人 觉得 很 平静 . . .",1,1
3338,"各位 久等 拉 , 下午 有事 不能 点评 !",2,2
3339,"感谢 爸 妈 , 感谢 大家 [ 爱 你 ] [ 蛋糕 ]",5,1
3340,"亲 们 , 俺 手机 被盗 , 请 不要 轻易 相信 来自 本人 1376xx 的 任何 信息 . . .",0,0
3341,晚上 看看 张 嘉佳 的 睡 前 故事   安静 了 许多   太 累 了   晚安,5,5
3342,"喜欢 听 你 听 的 歌 , 但是 不能 证明 你 是 个 好人 。",0,3
3343,哇哇 哇 ~ ~ ~ 超 五 爽 哩 个位 阿 ~ ~ ~   我 要 抗议 ! ! !,5,5
3344,"我 也 想 收 礼物 ~ ! 我 要 收 礼物 , 我 想 找 个 人 陪 ~ ! [ 泪 ] [ 泪 ] [ 泪 ]",2,2
3345,慢慢 改进 [ 嘻嘻 ],5,5
3346,"搭 唔 切 校车 , 索性 放 多半 日 假",0,0
3347,"取消 掉 v 先 , 为啥 自带 公司 名 了 呀 !",3,3
3348,现世报 了 。 。 。 。 。 我 居然 会 又 掉 手机 了   不 开心 [ 失望 ],2,2
3349,"但 当 你 智慧 都 蕴 酿成 红酒   ,   仍 可 一 醉 自救",0,0
3350,我 烦 死 学校 的 老师 了,4,4
3351,"[ 崩溃 ] 鬼 天气 , 前 几 天 买 的 西瓜 到 现在 还 没 吃 呢",2,2
3352,给 家 里面 的 被窝 32 个 赞,5,1
3353,"特别 是 周末 啊 节假 日 啊 , 中午 去 是 正确 的 选择 [ 馋嘴 ]",1,1
3354,"求 上天 怜悯 , 求 社会 解救 。",2,3
3355,"感觉 在 海南 开车 太 危险 了 , 不管 是 高速 还是 过道 … …",3,1
3356,真 想 有 一个 不会 对 我 很 客气 地 说 谢谢 的 朋友,2,1
3357,为 嘛 每天 都 有 一 种 吃 不 饱 的 感觉 ? [ 可怜 ],2,2
3358,我 从良 了   不 玩 lol 了   [ 嘻嘻 ] [ 嘻嘻 ],5,5
3359,"政治 作业 怎么 这么 多 啊 , 我 写 了 两 个 下午 还 没 写 完 [ 哼 ] [ 哼 ]",3,4
3360,额 … 再 等 两三 个 小时 就 和 小宝 见面 了 ! [ 太 开心 ] 爱 你 …,5,5
3361,"[ 可怜 ] 宝贝 又 咳嗽 又 留 鼻涕 , 还 不肯 吃药 , 急 死 了 ! [ 怒 ]",4,4
3362,我 有 多 难过 。,2,2
3363,我 宣布 我 现在 有 收拾 东西 恐惧 症 。,2,2
3364,有人 申请 年初 二 同 距 开 年 了 !,0,0
3365,"晚餐 — 饺子 ( 韭菜 鸡蛋 成 了 白菜 虾皮 了 , 而且 只见 圆 白菜 )",0,0
3366,@ leaf-lin   上海 冷 不 冷 啊 ?,0,3
3367,so   what ?   can   you   do   it ?,0,0
3368,"我 就是 一 伪 球迷 , 一边 看 球赛 , 一边 发 微薄 !",0,2
3369,游戏 一 场 ' 不是 自己 的 不该 奢望 ',0,3
3370,考 车改 在 明天,0,0
3371,"努力 戒 三 贪 : 贪吃 , 贪睡 , 贪 懒 !",0,1
3372,佳 翰 每天 都 要 问 我 无数 的 手机 问题 。 @ 南山 小 人人,3,0
3373,"我 有 预感 , 今晚 要 失眠 . . . [ 悲伤 ]",2,1
3374,今晚 欧洲杯 开赛   @ 晓月 啊   还 看 球 不 ? ?,0,5
3375,我 当初 怎么 会 选择 做 数据 这 条 不 归路 的 呢 [ 伤心 ],2,2
3376,我 想 回到 十六 岁 。 [ 感冒 ],0,1
3377,诚 征 姐夫 !,0,4
3378,这 是 学生 教学 楼 哇 ! 真 幸福 哈 !,5,5
3379,"日子 只能 往 前 走 , 一个 方向 顺 时针",0,2
3380,凌乱 !,0,0
3381,我 觉得 我 生病 了 … 头 死 疼 死 疼 了 ~,2,4
3382,"不 好 意思 , 现在 不 方便 接 你 的 电话 。 你 懂 的 。 @ 林萌 _ soulmate",3,3
3383,"呼市 , 诸事 不顺 , 算是 白 跑 一 趟 … … 下午 往回 赶 吧",2,2
3384,没有 安全 感,0,0
3385,"预报 明天 下雨 , 后天 下雪 。",0,0
3386,难得 一 次 在 这个 点 有点 困意 了 。 [ 音乐 ] [ 音乐 ],0,2
3387,并不 是 每个 男生 都 有 勇气 去 女生 食堂 吃饭 的 ! [ 泪 ],2,2
3388,每次 等 南梅 都 很 想 哭 。 。 。,2,2
3389,hahahahahahah ~ ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,5,4
3390,"说起 那 件 事 , 不由自主 的 流 眼泪 了 , 只因 太 过 眼浅 [ 泪 ] [ 泪 ]",2,2
3391,笑 死 我 了,5,5
3392,期待 大年 初一 的 全班 大 聚会 啊   吼 吼,5,5
3393,寂寞 空虚 冷   无聊 龌龊 囧,2,3
3394,"有时 候 , 太 深沉 的 东西 真的 不 需要 知道 太多 !",2,2
3395,"生日 快乐 , 减肥 成功 ! [ 嘻嘻 ] [ 嘻嘻 ]",5,5
3396,nike   just   do   it   就 这么 整 。,3,3
3397,[ 威武 ] [ 馋嘴 ],5,5
3398,你 丫 废话 有 完 没完 ! ?,4,3
3399,到 了 烦躁 的 极点   再 相信 老板 画 的 大饼 我 就 改 姓,4,3
3400,这些 不 要脸 的 贵宾 号,3,3
3401,[ 月亮 ],0,5
3402,妈 的   当初 被 忽悠 开 证券 户头   现在 还要 专门 跑 去 销   烦 死 了,4,4
3403,"该 是 时候 了 ? 呵呵 , 我 输 了 。 认 了 , 认 了 就是 认 了 。",2,5
3404,茶水 间 闻到 了 荔枝 的 味道 … 好 想 次 … …,1,2
3405,世界 上 最 可怕 的 事情 是 丢 东西,2,3
3406,"年 三十 , 有 无 乜 活动 呀 ? ? 记得 凑 埋 我 呀 ! ! 哈 哈哈 [ 干杯 ]",5,5
3407,没 中奖 [ 拜拜 ] [ 拜拜 ] [ 拜拜 ],2,5
3408,"猪 一样 的 队友 , 相当 的 无 语 啊",3,3
3409,"今天 外婆 炒 年糕 , 超级 好吃 !   比 妈妈 做 得 好吃 !",5,1
3410,sunshine [ 太阳 ] 。 。 rock   &   roll [ 音乐 ] 。 。 and   me [ haha ] 。 。,5,1
3411,what ' s   meant   to   be . . .   will   always   find   its   way .,0,1
3412,骗子 骗子 。 离开 我 的 世界 。 让 我 孑然一身 。,3,2
3413,过敏 ~ ~ 浑身 都 红 了 ~ ~ 还 痒痒 ~ ~ 吃 了 开 瑞坦 也 不知 管 不 管用,2,5
3414,"今天 什么 日子 , 熟人 遇到 一个 又 一个   [ 哈哈 ] [ 哈哈 ]",5,5
3415,卧 槽 服务 器 满 了,2,3
3416,"[ 哈哈 ] 牛哥 话 : 我 的 手机 很 落后 的 , 用 了 一 年 了 , 你 小心 点 哈",0,5
3417,"折腾 的 终于 睡 了 会儿 , 又 给 折腾 醒 了 t.t",3,3
3418,"醒来 才 发现 , 原来 只是 一个 梦 而已 。",2,2
3419,抗争 成功 ! 哥 就 知道 哥 会 胜利 的 ! ! !,5,1
3420,"这个 天气 不 踢 哈 子 球 , 不是 瞎 浪费 表情 吖 ~",3,1
3421,心情 好 差 ! [ 泪 ],2,2
3422,我 不 想 戴 眼镜 啊 ! [ lt 泪 目 ],2,2
3423,"今天 好 累 , 好 累 , 心 累 , 第 一 次 发 这 大 的 火 。",4,2
3424,i ' m   back ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,5,4
3425,烦躁   又 下雨 了   不 去 上班 了   请假 呆 家里 休息 [ 怒 ],3,4
3426,- . - ! ! ! ! 我 可 真 不 识相 ~ ~ 居然 看到 不该 看 的 ~ ~ ~ ~ [ 囧 ] [ 囧 ] [ 囧 ],2,2
3427,终于 上车 了   但 系 部 车系 甘 放 凤凰 传奇 噶 歌   wtf ! 这 不 科学 !,3,5
3428,"我 还是 那 句 , 我 才 下班 … [ 泪 ]",2,2
3429,abc   bbc   cbc,0,0
3430,"怪 不得 我 这 两 天 拉 肚子 , 找到 原因 了 。 。 。 。 。",0,2
3431,12 月 你好   模拟 考 你好   冷 一点 的 天 你好 [ 太阳 ],5,5
3432,"oh   yeah ~ 拥抱 国庆 , 中秋 快乐 ! ! ! ! ! [ 鼓掌 ] [ 耶 ]",5,5
3433,"明天 最后 一 天 上班 , 先 小小 激动 一下 [ 嘻嘻 ]",5,5
3434,91   94   97   94   97   98,0,0
3435,2013   yes ! everybody   merry   spring   festival ~,5,5
3436,点 解 近 排 晚 晚 都 甘 难训 得 着 嘎 ?,3,3
3437,u   are   braver   than   i   thought .,1,1
3438,入 了 ysl 唇釉 7 和 42   然而 还是 觉得 12 最 好看   42 素颜 涂 了 太 奇怪,2,1
3439,说 出去 也 是 自豪 ! 我 也 是 免费 玩 过 vr 的 人 了 !,5,5
3440,有 多少 集 ' 快 来 大本营 ' 没 看 啦 [ 怒 ] [ 抓狂 ] [ 闭嘴 ],2,4
3441,错过 就 会 变成 过错 ! [ 衰 ] @ hy_-q 小 龟,2,5
3442,真的 是 母子 连心 。,0,0
3443,瘦 得 胸 都 没 了 [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ],2,2
3444,这 就是 我 想 要 的 效果 。,1,1
3445,狗熊 耍 门 棍   老虎 兜 圈子,0,0
3446,"脚踏实地 , 也 别 忘记 仰望 星空 。",0,3
3447,我 的 烦恼 只 存在 三 秒,0,0
3448,习题 课 ~ ~ ~ 差 10 分钟 先 够 3 个 钟 之 嘛 ~ ~ ~ ~ 饿 扁 左 之 嘛 ~ ~ ~ ~,3,0
3449,"19 岁 要 做 有 意义 既 嘢 , 啱 听 磨 [ 酷 ] [ 酷 ]",1,1
3450,天 啦 ! 下雨 啦 下雨 啦 !,5,5
3451,怀念 哥哥 [ 蜡烛 ],2,2
3452,忽然 想 去 唱歌 !,0,2
3453,流量 又 回来 了 ! [ 亲亲 ] [ 太 开心 ] [ 做 鬼脸 ] [ 太 开心 ] [ 太 开心 ],5,5
3454,"没有 无线 的 生活 就 像 一 盘 沙 , 风 一 吹 , 就 变成 话费 了 [ 挖 鼻 屎 ]",2,3
3455,终于 顺利 毕业 啦 !,5,5
3456,好 想见 雪 一面 啊 早 知 我 也 跑 去 湖南 湖北 读书 了 哈哈,1,5
3457,今天 是 杨二车娜姆 的 好 日子   特地 送 上 一 支 蜡烛 [ 蜡烛 ],5,5
3458,新 一代 飞度 什么 时候 推出 ? 怎么 一点 消息 都 没有 ? !,0,4
3459,还 好 偶 天生 乐观 开朗 ~ 积极 向上 ~,5,5
3460,"总是 唱 英文 歌 的 , 肯定 是 唱 中文 有 问题 的 。 隐藏 什么 ? ?",3,1
3461,真的 就是 这么 准时 : 北京 时间 十一 点 整 。,0,0
3462,还 挨个 中耳 炎,2,0
3463,昨天 认真 地 做 了 一 遍 郑 多燕 。 今天 全身 动弹 不得 。 ╰ _ ╯,2,0
3464,"想 吃 大虾 , 屁 屁 虾 , 螃蟹",1,3
3465,这次 的 冲印 效果 失望 了 . .,2,2
3466,"“ 现有 水平 , 难以 毕业 ” 。 。 。 他 是 吓 我 呢 吧",0,0
3467,"发现 自己 总是 不 善于 抓住 机会 , 呜呜",2,2
3468,[ 困 ] [ 困 ] [ 困 ] [ 困 ] [ 困 ] 坐班 [ 困 ] [ 困 ] [ 困 ] [ 困 ] [ 困 ],2,2
3469,呼   上 瑜伽 啦 … 报名 那么 久   第 一 次 上   加油 吖   小倩,5,5
3470,"[ 萌 ]   [ 爱心 ] 心情 真是 很 关键 , [ 爱心 ] 心情 不好 就 影响 一切",0,5
3471,"“ 忽悠 ” 这个 词 只 适用 于 商业 , 不 属于 朋友 ! 切记 !",0,3
3472,app 里 搜 不到 汤 [ 拜拜 ],0,0
3473,"好 贤惠 啊 , 等 你 回国 了 我 请 你 吃 羊 脖子 [ 嘻嘻 ]",1,5
3474,"感冒 了 , 好 难受 呀 [ 感冒 ] 我 错 了 , 我 不该 吃 烧烤 的 [ 委屈 ]",2,2
3475,"被 挂科 预警 了 , 要 好好 学习 了 。 。 [ 泪 ]",2,2
3476,"xq 们 , 小 罗江 正式 回归 也 …",5,1
3477,西塘 很 舒服 哦 ! 下回 一定 还要 来,1,1
3478,他家 真心 不错,1,1
3479,清醒 不少 ' ' ' 来 口 可乐 吧 [ 酷 ],0,5
3480,温州 茶山 的 杨梅 一级 棒 ! [ 馋嘴 ] [ 鼓掌 ],1,1
3481,哄 好 老妈 和 婆婆 才 是 关键 [ 嘻嘻 ] [ 嘻嘻 ],5,5
3482,哎哟 . . . . . . . 各种 想 出去 。 就是 没 得 资金,2,2
3483,"最近 车 跟 我 有 仇 的 , 今天 又 死 火 了 , 哎 , 怎么 办 ?",3,3
3484,我 想 去 看 苏打绿 的 演唱 会,1,1
3485,"老妈 不 在家 , 扣扣 开 例会 , 唯有 老 鸭 面 , 味 美 又 省钱 。",1,1
3486,"最近 肤色 暗沉 得 很 , 怎 办 ? [ 泪 ]",2,2
3487,听说 布朗 被 开除 了 。 湖 蜜 怎么 看 ? [ 哈哈 ],5,5
3488,瓜 批 大爷,4,0
3489,看到 武汉 31 度 上海 36 的 时候 我 的 内心 是 充满 感动 的 [ doge ],2,5
3490,啊 啊 啊 啊 啊 啊 啊 啊 啊 ~ 明天 要 不要 去 面试 [ 挖 鼻 屎 ],2,2
3491,要 疯,2,4
3492,很多 事 都 在 一 念 之间 。,0,0
3493,今天 的 个展 很 毛燥,3,5
3494,有 什么 能 开动 脑筋 的 活动 ! 我 不 想 变 痴呆 啊,2,4
3495,"咦 , 我 的 区 佛祖 怎么 不见 了 !",0,2
3496,"刚 听 了 一 首 伤心 童话 , 真心 的 没 听 下去 !",2,2
3497,"这 只 金箍 , 我 先 带 为 敬 ~ ~",0,1
3498,"我 想 看 电影 , 我 想 吃 米斯特 , 我 想 回家 。",2,2
3499,无心 复习 的 人 伤 不 起 。 。 。,2,2
3500,每天 吃 着 自己 烧 的 菜   就是 心安 [ lt 羞 ],5,0
3501,"雨 后 北京 很 凉快 , 成都 闷热 难耐 …",3,3
3502,呼叫 @ 爽 无双   @ 翟 _ 小 _ 闹   在 不在 ?,0,5
3503,说 起来   再 长 个 我 就要 突破 170 大关 了 [ 拜拜 ],0,5
3504,"我 发 的 都 是 竖 的 照片 , 怎么 一发 出去 就 变 横 的 啦 ? 撒 情况 ?",0,4
3505,"貌似 我 要 给 一个 小 男孩 当 妈妈 , 公主 裙 买 不 成 了 。",2,0
3506,"我 换 号码 了 , 18620614869 , 麻烦 各位 记录 一下 。",0,2
3507,严重 感冒 外加 落枕 ! ! 好 难受 … [ 晕 ] [ 晕 ] [ 生病 ] [ 生病 ],2,2
3508,饿 [ 生病 ] 牙痛 不能 次 [ 泪 ] 好 想 次 肉 [ 睡觉 ],2,2
3509,"开 着 窗 有点 凉 , 终于 可以 穿 长袖 了 ( ′ ‵ )",0,5
3510,"想 去 北京 , 四川 , 台湾 , 日本",1,3
3511,等 了 半天 的 h 就 这样 被 和谐 了 。 我 。 。 [ 泪 ],2,2
3512,谁 能 告诉 我   我 的 msn 密码 多少 ?,2,2
3513,"今天 爸 妈 送 我 的 车 来到 了 我 身边 , 谢谢 爸爸 妈妈 !",5,5
3514,[ 偷 笑 ] [ 偷 笑 ],5,5
3515,"虽然 周六 就 可以 搓麻 了 , 不过 晚上 还是 想 打 会儿 牌 [ 偷 笑 ]",5,5
3516,你们 最近 好 吗,0,4
3517,植树 节 我 需要 做 点 什么 吗 _ ( : з 」 ∠ ) _,0,0
3518,[ 甜 馨 爱 你 哟 ] 人生 又 圆满 了 一 步,5,5
3519,"高速 公路 向 停车 场 的 华丽 变身 。 假期 先 黎 感冒 , 唔 通 。 。 。",2,1
3520,"又 来 了 , 这 段 时间 应该 都 不用 吃 东西 了 , 难受 [ 生病 ] [ 泪 ]",2,2
3521,[ 给 力 ] [ 威武 ],1,1
3522,我 孤独 了 又,2,2
3523,有些 人 呀 真的 不 知道 该 拿 什么 词 来 形容 真是 让 人 想 [ 吐 ],3,4
3524,"心情 好好 [ 哈哈 ] [ 爱 你 ] 哈 哈哈 , 猜 对 有奖 , [ 鼓掌 ] [ 鼓掌 ]",5,5
3525,( ovo ) 米 酱 这次 的 碟子 很 高端 洋气 上 档次 啊,1,5
3526,"最 开心 的 事 就是 , 接 完 进港 没 行李 ! 终于 下班 , 碎 觉 !",5,5
3527,和田 街 的 淼 淼 更 好吃 [ 馋嘴 ],1,1
3528,"难道 这 不是 你 想 要 的 答案 , 悲伤 什么 ?",0,3
3529,明天 早上 回家 罗 ! oh   yeah ! 期待 家里 的 电脑 … …,5,5
3530,[ 酷 ],1,1
3531,"走 了 , 提 着 两 大 袋 回忆 , 满满 的 。 再见 , 中大 。",2,2
3532,"跑 来 看 校庆 晚会 , 位置 都 快 没 了 , 人气 真 旺 !",5,5
3533,感觉 现在 的 睡眠 越来越 不好,2,2
3534,"宿舍 奇异 事件 发生 , 阿扁 突然 不见 , 好 怪异 啊 ! !",2,2
3535,啊 啊 啊 ~ 我 要 减肥 。 。 。 [ 泪 ],2,2
3536,"为什么 吃 米粉 的 时候 都 要 叫 上 我 , , 我 实在 不 好 意思 再 去 了",2,2
3537,我 有 极其 强烈 的 口臭 。,2,1
3538,"在 爱 奇 艺 看 笑 霸 来 了 , 老子 被 笑 抽 了 , 各种 吐槽 [ 崩溃 ]",5,5
3539,部 死人 手机 又 坏 佐 了 [ 抓狂 ] [ 抓狂 ] [ 抓狂 ] [ 伤心 ],4,2
3540,"oh , my , lady   gaga .   我 想 吃 牛肉 丸 了 。",1,1
3541,现在 不 要脸 的 男人 真 多 . . . 我 要 帅哥 . . . 谢谢,1,1
3542,我 的 天 纳 ~ 吃 多 了 好 难受 ~ 再也 不要 吃 这么 多 了 ~ 哭 死 [ 好 可怜 ],2,2
3543,星期 天 要 陪 着 别人 去 撒谎 . . . 唉 . . . . 实在 是 不 情愿 . . .,3,2
3544,"休息 在家 狠 无聊 , 有 啥 节目 啊 [ 抓狂 ]",3,3
3545,"金 惠珍 有 池 成俊 很 幸运 , 但是 我 觉得 她 有 闵 夏莉 更 幸运",1,1
3546,今天 勇敢 地 吃掉 了 在 冰箱 放 了 九 个 月 的 雪糕 。,0,5
3547,这年 过 的 真 tmd 太 无聊 了 [ 熊猫 ] [ 挖 鼻 屎 ] [ 思考 ],3,3
3548,"我 死 了 , 有人 会 骂 我 活该 吗 ?",0,4
3549,"今天 早上 喝 了 一 碗 豆浆 , 吃 了 一个 饼 、 两 个 三明治 [ 吃惊 ]",0,0
3550,"那些 干 增 粉 买卖 的 真 不少 啊 。 可惜 , 偶 不 买账 。",3,3
3551,"我 , 回来 了 。",0,2
3552,"暴雨 … … 天 乌 乌 , 还 好 早上 不用 出去 !",2,2
3553,光棍 节 什么 的 都 是 浮云,0,4
3554,"这个 点 , 应该 没有 人 还 没 睡 吧 。 [ 熊猫 ] [ 熊猫 ]",0,3
3555,快 不行 了   肚子 疼   腰 酸   浑身 没劲 儿   下午 还要 忙 。 。,3,3
3556,此 去 经年,0,0
3557,"真心 累 , 真心 忙 , 真心 不 想 上 学堂 [ 抓狂 ]",3,3
3558,"有 个 土豪 吧 友 真 好 , 他 居然 有 一万 多 m 值 , 他 答应 帮 我 换 票 了",1,1
3559,let   it   be [ 泪 ],2,2
3560,"我 明白 了 啥 叫 差距 , 我 以前 真是 想 错 了 … …",2,2
3561,好像 晚上 不 吃饭   也 没有 想象 中 那么 饿 喔 [ 困 死 了 ],0,3
3562,剪 个 二 逼 头 迎 元旦   但愿 新年 不 二 逼,2,4
3563,出发 中 … 前往 广州 … 同学 们 迟 d 见 哈 ! 开心 ing …,5,5
3564,我 要 领 结婚 证 了   没 啥 期待 . 心情 复杂   这 是 婚前 恐惧 症 吗   ? ?,2,2
3565,我 还 没 睡 还 没 睡 竟然 还 没 睡,4,4
3566,一日三餐   吃 2 餐 面 [ 抓狂 ],3,0
3567,体检 神马 的 好 怕 怕 啊 ~ @ 虞 舒然 lady   [ 委屈 ],0,5
3568,"10:50 大堂 中饭 , 现在 我 好 饿 好 饿 好 饿 啊 [ 泪 ]",2,2
3569,谁 晚上 有空 陪 我 吃饭 看 电影 啊 ~ ~ ~ ~ ~,0,5
3570,不 悔 梦 归 处   只 恨 太 匆匆,2,3
3571,等待 桩 考 中 、 我 一点 也 没有 把握 ! [ 泪 ],2,2
3572,下午 有 乜 搞 捏 ?,0,3
3573,今年 不 知道 为什么   迷彩 外套 莫名其妙 就 烂 大街 了,3,4
3574,"爷 在 香港 , 好 远 好 远 ! !",0,1
3575,sos 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 [ 泪 ],2,2
3576,欲 速 则 不 达 !,0,0
3577,买 的 裙子 很 合身 刚刚 好,1,5
3578,内心 相当 地 纠结 ~ ~ ~,2,2
3579,肚子 好 饿 啊 . ~ ~ ~ ~ [ 泪 ] [ 泪 ] [ 泪 ],2,2
3580,"我 20 岁 , 在 成都 , 要 去 丽江 。",0,1
3581,还有 比 吃 着 饭 停电 更 恐怖 的 么,3,3
3582,"刚 有 个 客人 说 我 像 85 年 的 , 有 吗   我 有 这么 老 吗 ? ? ?",4,4
3583,"我 好 想 回到 高三 , 因为 希望 就 在 你 眼前 明晃 !",1,1
3584,"日出 东方 , 快快 起床 , 每天 保持 5 点 59 分 !",0,0
3585,"今日 入手 一 只   龟 , 求 起名 。 [ 心 ]",1,1
3586,搵 不到 华星 三宝 拉 阔 视频 啊   555555555 [ 泪 ],2,2
3587,"又 一 年 annual   dinner , 班车 上 。",2,2
3588,"明天 , 海 吃 海 喝 。",1,1
3589,我 快 长 蘑菇 了 ! 必要 的 时候 大家 可以 来 收割 !,0,5
3590,明信片 明信片 。 私 信 地址 我,0,1
3591,大学 同学 都 在 创业 。 。 。 表示 压力 大 啊 [ 霹雳 ] @ fanny 露,0,1
